fixed acidity,volatile acidity,residual sugar,chlorides,free sulfur dioxide,sulphates,alcohol,type_binary,quality_binary
6.7,0.16,12.5,0.035,18.0,0.36,9.0,1,0
5.7,0.21,4.5,0.04,58.0,0.62,10.6,1,0
6.5,0.25,9.9,0.045,41.0,0.52,9.6,1,0
5.6,0.27,0.9,0.025,11.0,0.33,13.1,1,0
6.8,0.32,0.7,0.027,15.0,0.31,11.8,1,0
6.5,0.33,1.0,0.041,39.0,0.37,12.2,1,0
6.0,0.24,1.0,0.036,52.0,0.44,11.45,1,0
12.7,0.59,2.3,0.082,11.0,0.7,9.3,0,0
8.5,0.585,2.1,0.078,5.0,0.48,9.8,0,0
6.2,0.35,3.9,0.041,22.0,0.59,12.06666667,1,0
7.1,0.23,13.7,0.058,26.0,0.46,9.0,1,0
6.5,0.39,8.3,0.051,28.0,0.55,12.1,0,0
12.0,0.38,2.1,0.093,6.0,0.71,10.9,0,0
10.6,0.48,2.2,0.111,6.0,0.66,11.7,0,0
7.3,0.66,2.0,0.084,6.0,0.96,9.9,0,0
7.7,0.53,1.7,0.074,9.0,0.48,9.8,0,0
10.8,0.32,1.6,0.063,16.0,0.78,10.0,0,0
7.1,0.6,1.8,0.074,16.0,0.7,9.9,0,0
9.0,0.43,2.5,0.08,26.0,0.62,9.5,0,0
6.9,0.54,3.0,0.077,7.0,0.91,9.4,0,0
11.5,0.18,4.0,0.104,4.0,0.97,10.1,0,0
10.4,0.34,3.7,0.174,6.0,0.7,11.3,0,0
7.9,0.545,4.0,0.087,27.0,0.67,10.7,0,0
11.4,0.26,3.6,0.071,6.0,0.82,9.3,0,0
9.8,0.44,2.5,0.063,9.0,0.65,10.8,0,0
8.7,0.31,1.4,0.059,11.0,0.76,10.1,0,0
12.0,0.45,2.0,0.073,25.0,0.76,10.3,0,0
11.4,0.6,2.7,0.085,10.0,0.63,10.5,0,0
12.2,0.48,2.6,0.085,19.0,0.61,10.5,0,0
7.5,0.4,3.0,0.092,29.0,0.7,10.3,0,0
10.4,0.55,2.7,0.091,18.0,0.64,10.3,0,0
6.9,0.36,2.4,0.098,5.0,0.6,10.1,0,0
7.7,0.58,1.8,0.102,28.0,0.49,9.8,0,0
11.9,0.38,2.0,0.121,7.0,0.76,10.4,0,0
8.7,0.69,3.0,0.086,23.0,0.74,11.6,0,0
7.2,0.645,1.9,0.097,15.0,0.58,9.2,0,0
8.0,0.67,2.0,0.06,38.0,0.56,10.2,0,0
10.4,0.41,3.2,0.076,22.0,0.89,9.9,0,0
7.0,0.43,1.6,0.089,14.0,0.56,9.2,0,0
11.9,0.37,2.3,0.078,12.0,0.65,12.8,0,0
12.8,0.84,2.4,0.088,13.0,0.6,10.4,0,0
9.5,0.78,1.9,0.077,6.0,0.56,10.6,0,0
9.7,0.53,2.0,0.039,5.0,0.86,12.4,0,0
8.0,0.725,2.8,0.083,10.0,0.56,10.0,0,0
11.6,0.44,2.1,0.059,5.0,0.67,10.2,0,0
6.4,0.67,2.1,0.045,19.0,0.49,11.4,0,0
7.8,0.735,2.4,0.092,10.0,0.71,9.8,0,0
7.8,0.34,2.0,0.082,24.0,0.59,9.4,0,0
8.6,0.645,2.0,0.083,8.0,0.6,10.0,0,0
7.7,0.43,2.6,0.073,29.0,0.58,10.5,0,0
8.9,0.59,2.0,0.337,27.0,1.61,9.5,0,0
8.0,0.38,1.8,0.078,12.0,0.52,9.9,0,0
8.5,0.37,2.8,0.09,18.0,0.7,9.6,0,0
8.2,1.0,2.3,0.065,7.0,0.55,9.0,0,0
7.2,0.63,1.9,0.097,14.0,0.58,9.0,0,0
13.3,0.34,3.2,0.094,17.0,0.81,9.5,0,0
7.5,0.53,2.6,0.086,20.0,0.59,10.7,0,0
11.1,0.18,1.5,0.068,7.0,0.64,10.1,0,0
10.3,0.53,2.5,0.063,6.0,0.59,9.3,0,0
8.3,0.42,2.5,0.094,24.0,0.7,10.8,0,0
12.2,0.34,2.4,0.066,10.0,1.18,9.2,0,0
10.6,0.42,2.7,0.065,5.0,0.87,11.3,0,0
10.9,0.39,1.8,0.118,6.0,0.75,9.8,0,0
11.9,0.57,2.6,0.082,6.0,0.78,10.7,0,0
11.4,0.625,6.2,0.088,6.0,0.99,13.3,0,0
13.8,0.49,3.0,0.093,6.0,0.93,12.0,0,0
9.6,0.56,2.8,0.089,15.0,0.92,10.0,0,0
11.5,0.45,3.0,0.078,19.0,1.11,11.0,0,0
9.1,0.785,2.6,0.093,11.0,0.86,9.4,0,0
10.7,0.67,2.7,0.107,17.0,0.98,9.9,0,0
9.1,0.795,2.6,0.096,11.0,0.83,9.4,0,0
6.1,0.21,1.4,0.066,40.5,0.59,11.9,0,0
6.7,0.75,2.4,0.078,17.0,0.61,12.8,0,0
14.0,0.41,3.8,0.089,6.0,0.81,10.8,0,0
9.1,0.28,1.8,0.067,26.0,1.04,10.6,0,0
12.6,0.38,2.6,0.088,10.0,0.68,9.8,0,0
8.6,0.45,2.6,0.086,21.0,0.91,9.9,0,0
7.9,0.24,1.6,0.056,11.0,0.87,8.7,0,0
12.4,0.49,3.0,0.103,28.0,1.0,11.5,0,0
8.9,0.43,1.9,0.052,6.0,0.7,12.5,0,0
8.3,0.26,2.0,0.08,11.0,0.8,9.4,0,0
9.6,0.77,2.9,0.082,30.0,0.64,10.4,0,0
10.3,0.41,2.4,0.213,6.0,0.62,9.5,0,0
7.7,0.26,1.7,0.059,20.0,0.47,10.8,0,0
11.5,0.59,2.6,0.087,13.0,0.65,11.0,0,0
10.3,0.43,2.4,0.214,5.0,0.63,9.5,0,0
7.4,0.29,1.7,0.062,9.0,0.53,9.5,0,0
7.9,0.53,2.0,0.072,15.0,0.54,9.4,0,0
9.0,0.46,2.8,0.093,19.0,0.63,9.5,0,0
7.1,0.35,2.5,0.096,20.0,0.65,11.0,0,0
10.3,0.59,2.8,0.09,35.0,0.7,9.5,0,0
13.7,0.415,2.9,0.085,17.0,0.8,10.0,0,0
10.0,0.49,11.0,0.071,13.0,0.69,9.2,0,0
7.8,0.46,1.9,0.088,23.0,0.74,9.2,0,0
13.4,0.27,2.6,0.082,6.0,0.67,9.7,0,0
8.3,0.66,1.9,0.079,17.0,0.54,9.6,0,0
10.2,0.36,2.9,0.122,10.0,0.66,12.5,0,0
8.0,0.58,3.2,0.066,21.0,0.54,9.4,0,0
7.8,0.54,2.0,0.088,23.0,0.74,9.2,0,0
7.4,0.63,2.4,0.09,11.0,0.76,9.7,0,0
11.5,0.3,2.0,0.067,12.0,0.97,10.1,0,0
6.4,0.37,1.9,0.074,21.0,0.62,9.8,0,0
6.7,0.62,1.9,0.079,8.0,0.58,9.3,0,0
7.8,0.645,2.0,0.082,8.0,0.59,9.8,0,0
9.4,0.685,2.7,0.077,6.0,0.7,10.1,0,0
10.4,0.24,1.8,0.075,6.0,1.06,11.0,0,0
4.9,0.235,11.75,0.03,34.0,0.5,9.4,1,0
6.1,0.34,2.2,0.036,25.0,0.44,11.8,1,0
5.7,0.21,0.9,0.038,38.0,0.46,10.6,1,0
6.2,0.21,1.6,0.039,24.0,0.5,11.2,1,0
6.5,0.24,1.2,0.041,30.0,0.46,9.4,1,0
10.5,0.28,1.7,0.08,10.0,0.89,9.4,0,0
6.0,0.21,0.8,0.02,22.0,0.32,11.8,1,0
12.5,0.37,2.6,0.083,25.0,0.82,10.4,0,0
9.6,0.54,2.4,0.081,25.0,0.71,11.4,0,0
11.4,0.36,2.1,0.09,6.0,0.62,9.2,0,0
11.2,0.28,1.9,0.075,17.0,0.58,9.8,0,0
8.8,0.46,2.6,0.065,7.0,0.79,14.0,0,0
10.3,0.5,2.0,0.069,21.0,0.72,11.5,0,0
11.5,0.315,2.1,0.084,5.0,0.7,9.2,0,0
9.2,0.43,2.3,0.083,14.0,0.61,11.3,0,0
7.9,0.32,1.8,0.341,17.0,1.08,9.2,0,0
8.9,0.22,1.8,0.077,29.0,0.53,9.4,0,0
10.6,0.44,4.1,0.114,6.0,0.66,13.4,0,0
10.2,0.645,1.8,0.053,5.0,0.42,10.0,0,0
6.6,0.34,8.1,0.046,68.0,0.5,9.55,1,0
5.3,0.6,1.4,0.031,3.0,0.38,13.0,1,0
7.5,0.38,9.2,0.043,19.0,0.42,11.4,1,0
6.0,0.43,7.6,0.045,25.0,0.37,11.0,1,0
6.0,0.52,7.7,0.046,24.0,0.38,11.0,1,0
5.5,0.31,3.0,0.027,16.0,0.56,11.2,1,0
5.9,0.22,1.3,0.052,42.0,0.47,11.55,1,0
6.2,0.355,2.0,0.046,31.0,0.46,13.6,1,0
9.3,0.775,2.8,0.078,24.0,0.67,10.6,0,0
5.7,0.41,1.9,0.048,30.0,0.55,11.2,1,0
5.8,0.23,4.5,0.046,42.0,0.64,10.8,1,0
4.9,0.47,1.9,0.035,60.0,0.35,11.5,1,0
6.6,0.24,10.1,0.032,8.0,0.51,9.8,1,0
5.0,0.2,1.9,0.015,20.0,0.55,12.05,1,0
5.7,0.21,1.6,0.03,33.0,0.52,11.9,1,0
5.6,0.2,2.5,0.048,16.0,0.49,10.0,1,0
7.4,0.22,1.2,0.035,18.0,0.41,9.7,1,0
9.3,0.39,2.6,0.073,10.0,0.75,10.2,0,0
6.6,0.34,8.1,0.046,68.0,0.5,9.533333333,1,0
5.0,0.235,11.75,0.03,34.0,0.5,9.4,1,0
6.9,0.4,2.4,0.085,21.0,0.63,9.7,0,0
6.9,0.685,2.5,0.105,22.0,0.57,10.6,0,0
7.5,0.52,2.3,0.087,8.0,0.61,10.5,0,0
6.9,0.605,10.7,0.073,40.0,0.52,9.4,0,0
10.1,0.31,2.3,0.08,22.0,0.67,9.7,0,0
9.4,0.4,2.2,0.09,13.0,0.63,10.5,0,0
8.3,0.54,1.9,0.077,11.0,0.61,10.0,0,0
7.8,0.56,2.0,0.082,7.0,0.5,9.4,0,0
8.8,0.55,2.2,0.119,14.0,0.6,10.9,0,0
7.0,0.69,1.8,0.097,22.0,0.54,9.2,0,0
6.6,0.5,1.5,0.06,17.0,0.58,9.8,0,0
7.9,1.04,2.2,0.084,13.0,0.55,9.9,0,0
5.2,0.34,1.8,0.05,27.0,0.79,14.0,0,0
6.9,0.49,2.3,0.074,12.0,0.58,10.2,0,0
8.2,0.4,2.8,0.089,11.0,0.61,10.5,0,0
7.3,0.33,2.1,0.077,5.0,0.53,10.3,0,0
6.8,0.6,1.9,0.079,18.0,0.57,9.3,0,0
7.8,0.53,1.7,0.076,17.0,0.56,10.0,0,0
6.8,0.63,2.1,0.089,11.0,0.55,10.4,0,0
8.0,0.42,2.0,0.073,6.0,0.61,9.2,0,0
7.4,0.62,1.9,0.068,24.0,0.57,11.5,0,0
11.9,0.4,2.15,0.068,7.0,0.68,11.3,0,0
11.1,0.45,3.2,0.066,6.0,0.66,11.2,0,0
8.0,0.33,2.5,0.091,18.0,0.8,9.6,0,0
7.8,0.5,1.9,0.075,8.0,0.56,10.4,0,0
8.3,0.61,2.1,0.084,11.0,0.61,10.2,0,0
8.6,0.53,2.0,0.1,7.0,0.56,10.2,0,0
6.8,0.56,1.7,0.084,18.0,0.63,10.0,0,0
8.4,0.37,1.8,0.413,9.0,1.06,9.1,0,0
7.8,0.645,5.5,0.086,5.0,0.55,9.6,0,0
7.8,0.6,2.4,0.086,3.0,0.6,10.8,0,0
11.9,0.39,2.8,0.095,17.0,0.61,10.8,0,0
7.5,0.49,2.6,0.332,8.0,0.9,10.5,0,0
6.6,0.52,2.2,0.069,8.0,0.63,9.4,0,0
6.6,0.5,2.1,0.068,6.0,0.64,9.4,0,0
7.6,0.51,2.8,0.11,33.0,0.63,10.2,0,0
8.1,0.545,1.9,0.08,13.0,0.59,9.0,0,0
7.3,0.39,2.4,0.074,9.0,0.54,9.4,0,0
9.5,0.735,2.1,0.079,6.0,0.56,10.1,0,0
8.0,0.705,1.9,0.074,8.0,0.95,10.5,0,0
7.7,0.63,1.9,0.076,15.0,0.54,9.5,0,0
6.8,0.785,2.4,0.104,14.0,0.55,10.7,0,0
6.3,0.3,1.8,0.069,18.0,0.78,10.3,0,0
8.6,0.49,1.9,0.11,20.0,1.95,9.9,0,0
4.7,0.6,2.3,0.058,17.0,0.6,12.9,0,0
6.8,0.38,9.9,0.037,40.0,0.37,11.5,1,0
6.4,0.17,13.4,0.044,45.0,0.43,9.1,1,0
7.2,0.23,1.5,0.053,26.0,0.47,11.1,1,0
7.5,0.38,9.7,0.055,15.0,0.65,9.9,1,0
9.3,0.38,3.8,0.132,3.0,0.57,13.2,0,0
5.9,0.24,2.0,0.037,40.0,0.5,12.3,1,0
5.3,0.33,1.2,0.048,25.0,0.62,11.3,1,0
7.0,0.22,1.4,0.04,14.0,0.33,12.0,1,0
6.7,0.2,6.5,0.044,28.0,0.33,10.2,1,0
8.1,0.27,1.3,0.045,26.0,0.44,12.4,1,0
7.3,0.305,1.2,0.059,7.0,0.52,11.5,0,0
7.4,0.52,2.4,0.078,34.0,0.59,10.8,0,0
6.1,0.56,2.2,0.079,6.0,0.54,11.5,0,0
5.8,0.22,1.3,0.036,25.0,0.35,12.6,1,0
8.0,0.24,1.2,0.044,28.0,0.43,12.5,1,0
6.7,0.41,2.6,0.033,25.0,0.34,11.7,1,0
6.7,0.24,2.3,0.044,37.0,0.46,12.9,1,0
6.9,0.26,10.5,0.044,33.0,0.5,10.3,1,0
5.9,0.32,14.4,0.05,29.0,0.41,10.3,1,0
5.6,0.23,3.1,0.023,19.0,0.51,11.2,1,0
6.6,0.23,1.7,0.024,26.0,0.6,11.8,1,0
6.0,0.17,6.0,0.05,26.0,0.54,9.8,1,0
7.1,0.38,11.8,0.041,32.0,0.49,10.0,1,0
9.1,0.28,9.0,0.114,3.0,0.6,10.9,0,0
6.6,0.25,5.6,0.039,15.0,0.52,11.1,1,0
5.9,0.65,5.0,0.035,20.0,0.48,12.8,1,0
6.5,0.31,13.0,0.053,31.0,0.5,9.3,1,0
6.6,0.23,1.5,0.041,8.0,0.39,12.7,1,0
7.6,0.4,1.9,0.078,29.0,0.59,9.5,0,0
6.8,0.28,11.9,0.052,51.0,0.58,10.4,1,0
5.9,0.27,9.0,0.051,43.0,0.53,10.7,1,0
6.1,0.25,10.0,0.055,56.0,0.35,10.9,1,0
6.8,0.26,11.9,0.052,54.0,0.58,10.4,1,0
9.4,0.24,2.3,0.061,52.0,0.9,10.2,0,0
6.2,0.2,15.0,0.055,8.0,0.53,9.6,1,0
7.4,0.26,3.7,0.032,29.0,0.67,12.5,1,0
8.4,0.62,1.8,0.072,38.0,0.89,11.8,0,0
8.4,0.36,2.2,0.081,32.0,0.72,11.0,0,0
6.8,0.41,8.8,0.084,26.0,0.64,10.1,0,0
8.6,0.315,2.2,0.079,3.0,0.67,11.9,0,0
6.0,0.19,1.4,0.039,30.0,0.41,12.4,1,0
6.8,0.34,5.2,0.06,14.0,0.57,11.6,1,0
6.3,0.24,11.9,0.05,65.0,0.58,9.3,1,0
6.8,0.24,3.2,0.049,68.0,0.69,10.2,1,0
6.4,0.25,1.7,0.037,35.0,0.66,10.6,1,0
10.0,0.46,2.9,0.065,4.0,0.62,12.2,0,0
8.0,0.33,4.6,0.041,31.0,0.74,12.2,1,0
6.0,0.19,1.2,0.046,29.0,0.53,11.3,1,0
6.3,0.28,8.1,0.038,44.0,0.29,12.1,1,0
7.1,0.59,2.3,0.08,27.0,0.58,10.7,0,0
6.2,0.36,5.25,0.038,44.0,0.4,11.2,1,0
8.4,0.31,3.1,0.194,14.0,0.78,12.0,0,0
7.6,0.715,2.1,0.068,30.0,0.65,11.4,0,0
6.9,0.52,7.9,0.036,23.0,0.47,12.2,1,0
7.0,0.55,8.0,0.036,19.0,0.46,12.2,1,0
8.8,0.61,4.0,0.094,30.0,0.5,10.0,0,0
5.8,0.2,1.4,0.042,44.0,0.37,12.2,1,0
5.7,0.22,3.5,0.04,27.0,0.36,12.1,1,0
6.6,0.21,9.9,0.041,64.0,0.5,10.1,1,0
5.7,0.22,16.0,0.044,41.0,0.46,8.9,1,0
7.7,0.715,2.1,0.064,31.0,0.57,11.8,0,0
6.2,0.24,16.8,0.04,48.0,0.38,10.5,1,0
6.0,0.2,6.8,0.049,22.0,0.42,11.0,1,0
7.0,0.2,4.7,0.03,25.0,0.54,10.5,1,0
6.6,0.26,11.8,0.048,28.0,0.49,9.7,1,0
6.9,0.22,5.8,0.041,20.0,0.55,11.2,1,0
7.0,0.2,8.8,0.037,31.0,0.49,11.0,1,0
5.6,0.26,10.2,0.038,13.0,0.46,12.4,1,0
6.3,0.28,6.6,0.208,60.0,0.4,9.4,1,0
3.8,0.31,11.1,0.036,20.0,0.44,12.4,1,0
5.8,0.3,1.5,0.034,37.0,0.34,12.1,1,0
7.0,0.24,1.8,0.047,29.0,0.43,9.9,1,0
10.1,0.45,1.9,0.082,10.0,0.65,9.3,0,0
7.2,0.63,2.2,0.08,17.0,0.58,9.8,0,0
6.2,0.29,12.4,0.048,33.0,0.56,9.9,1,0
6.3,0.26,5.2,0.046,11.0,0.68,11.0,1,0
6.0,0.22,5.0,0.045,10.0,0.63,10.0,1,0
7.5,0.35,2.5,0.066,29.0,0.42,12.7,1,0
6.6,0.39,9.2,0.036,10.0,0.35,12.1,1,0
6.3,0.23,6.9,0.052,23.0,0.46,10.4,1,0
6.3,0.22,2.0,0.05,23.0,0.47,10.4,1,0
6.5,0.26,10.8,0.042,47.0,0.4,10.1,1,0
6.7,0.11,14.8,0.053,44.0,0.35,9.8,1,0
6.4,0.27,3.9,0.034,62.0,0.59,11.1,1,0
6.8,0.57,2.5,0.072,32.0,0.56,11.2,0,0
6.8,0.26,2.0,0.019,23.5,0.47,11.8,1,0
5.7,0.18,2.2,0.023,21.0,0.54,12.3,1,0
9.0,0.8,2.4,0.083,8.0,0.65,10.4,0,0
6.6,0.36,1.4,0.145,26.0,0.56,10.1,1,0
5.9,0.14,1.6,0.04,26.0,0.45,11.4,1,0
5.5,0.23,2.2,0.044,39.0,0.43,10.4,1,0
8.8,0.3,2.3,0.06,19.0,0.72,11.8,0,0
6.8,0.27,7.8,0.038,26.0,0.34,12.5,1,0
6.9,0.23,6.9,0.03,45.0,0.54,11.0,1,0
6.4,0.24,5.8,0.053,25.0,0.98,10.5,1,0
6.8,0.14,1.5,0.047,40.0,0.72,11.1,1,0
5.4,0.15,2.5,0.037,10.0,0.58,12.6,1,0
6.8,0.22,5.9,0.054,40.0,0.57,10.8,1,0
7.2,0.21,3.1,0.044,39.0,0.6,11.3,1,0
7.4,0.58,2.0,0.064,7.0,0.58,11.3,0,0
7.3,0.52,2.1,0.07,51.0,0.82,12.9,0,0
6.5,0.46,11.5,0.051,56.0,0.56,9.8,1,0
6.5,0.18,18.0,0.054,56.0,0.61,8.5,1,0
5.9,0.23,1.6,0.037,32.0,0.51,11.4,1,0
6.4,0.18,18.0,0.054,56.0,0.61,8.5,1,0
7.6,0.19,13.1,0.033,52.0,0.79,10.4,1,0
9.1,0.5,1.9,0.065,8.0,0.71,10.5,0,0
6.0,0.28,4.1,0.046,50.0,0.56,11.6,1,0
6.2,0.32,2.9,0.029,37.0,0.6,12.4,1,0
5.9,0.25,1.5,0.029,37.0,0.46,12.2,1,0
6.1,0.28,7.75,0.031,33.0,0.46,11.0,1,0
7.5,0.26,5.7,0.021,23.0,0.62,11.1,1,0
6.4,0.2,7.4,0.032,53.0,0.58,11.0,1,0
10.4,0.26,1.9,0.066,6.0,0.87,10.9,0,0
6.1,0.25,15.8,0.052,25.0,0.45,9.2,1,0
9.7,0.295,1.5,0.073,14.0,0.51,10.9,0,0
5.7,0.25,11.5,0.04,24.0,0.31,10.8,1,0
6.5,0.4,2.0,0.076,30.0,0.48,9.4,0,0
6.4,0.2,6.6,0.046,26.0,0.58,9.9,1,0
6.1,0.27,6.2,0.048,47.0,0.6,11.0,1,0
6.0,0.3,2.1,0.042,31.0,0.42,12.5,1,0
7.0,0.16,2.6,0.043,34.0,0.47,11.2,1,0
5.6,0.185,7.1,0.048,36.0,0.41,9.5,1,0
6.6,0.43,11.9,0.04,54.0,0.54,9.8,1,0
5.4,0.185,7.1,0.048,36.0,0.41,9.5,1,0
6.5,0.29,7.9,0.049,35.0,0.51,9.5,1,0
6.4,0.17,2.8,0.034,33.0,0.49,10.4,1,0
6.8,0.37,1.5,0.175,16.0,0.56,10.3,1,0
6.4,0.69,1.65,0.055,7.0,0.53,12.9,0,0
6.9,0.27,7.5,0.03,18.0,0.38,13.0,1,0
8.9,0.84,1.4,0.05,4.0,0.48,9.1,0,0
6.5,0.29,1.7,0.034,41.0,0.59,10.4,1,0
5.6,0.23,8.0,0.043,31.0,0.42,10.4,1,0
6.8,0.11,8.6,0.044,45.0,0.37,9.9,1,0
7.3,0.23,14.6,0.048,73.0,0.71,9.4,1,0
6.1,0.2,1.6,0.048,46.0,0.43,11.4,1,0
7.7,0.6,2.0,0.079,19.0,0.62,10.1,0,0
6.9,0.19,13.5,0.038,49.0,0.63,10.7,1,0
6.8,0.16,1.3,0.034,32.0,0.58,11.3,1,0
6.8,0.3,11.6,0.028,22.0,0.38,11.7,1,0
6.6,0.17,1.9,0.036,38.0,0.54,11.4,1,0
6.4,0.14,7.9,0.057,21.0,0.36,10.0,1,0
6.4,0.5,2.4,0.059,19.0,0.4,9.2,1,0
6.6,0.41,10.7,0.11,20.0,0.41,9.0,1,0
9.0,0.36,2.1,0.111,5.0,0.62,11.3,0,0
6.3,0.29,14.2,0.037,24.0,0.38,10.6,1,0
7.6,0.43,2.7,0.082,6.0,0.54,12.2,0,0
6.8,0.3,20.3,0.037,45.0,0.38,12.3,1,0
6.7,0.28,3.5,0.035,43.0,0.38,12.2,1,0
5.0,0.255,2.7,0.043,46.0,0.76,11.3,1,0
5.5,0.21,1.2,0.04,18.0,0.56,11.3,1,0
6.0,0.2,2.0,0.041,30.0,0.56,11.1,1,0
6.1,0.17,1.1,0.041,32.0,0.57,11.2,1,0
7.5,0.21,1.5,0.046,35.0,0.45,11.3,1,0
7.3,0.26,1.2,0.041,29.0,0.45,12.0,1,0
6.2,0.35,18.1,0.069,33.0,0.5,8.8,1,0
6.3,0.23,17.45,0.054,42.0,0.6,9.3,1,0
6.2,0.34,12.1,0.059,33.0,0.56,8.7,1,0
6.6,0.44,3.0,0.095,13.0,0.63,12.8,1,0
6.8,0.29,1.8,0.032,18.0,0.62,11.2,1,0
6.7,0.24,10.2,0.07,44.0,0.46,8.9,1,0
6.8,0.27,4.6,0.098,36.0,0.49,9.6,1,0
7.3,0.25,3.8,0.047,16.0,0.46,11.3,1,0
5.7,0.25,1.5,0.044,21.0,0.59,11.0,1,0
7.4,0.36,1.9,0.036,27.0,0.49,11.2,1,0
7.1,0.44,8.4,0.057,60.0,0.36,11.8,1,0
6.2,0.24,12.2,0.049,54.0,0.37,10.7,1,0
9.0,0.4,2.4,0.068,29.0,0.6,12.2,0,0
7.6,0.26,1.3,0.048,23.0,0.46,12.0,1,0
5.7,0.25,12.5,0.049,52.5,0.45,9.4,1,0
8.3,0.34,2.4,0.065,24.0,0.86,11.0,0,0
10.0,0.42,3.4,0.107,7.0,0.93,11.8,0,0
5.8,0.23,1.5,0.044,21.0,0.57,11.0,1,0
6.5,0.21,1.1,0.059,33.0,0.38,9.7,1,0
5.4,0.265,7.8,0.052,27.0,0.38,10.4,1,0
5.7,0.25,10.8,0.05,58.0,0.5,9.8,1,0
5.7,0.25,12.5,0.049,52.5,0.45,9.4,1,0
5.9,0.23,8.6,0.046,37.0,0.53,10.6,1,0
8.5,0.47,1.9,0.058,18.0,0.85,11.1,0,0
7.4,0.26,3.7,0.048,14.0,0.45,11.4,1,0
7.0,0.2,1.1,0.058,30.0,0.38,9.2,1,0
9.5,0.37,2.0,0.088,12.0,0.58,11.1,0,0
7.6,0.63,2.0,0.08,27.0,0.64,10.9,0,0
7.1,0.39,11.1,0.034,25.0,0.52,10.0,1,0
6.9,0.26,4.2,0.043,33.0,0.31,12.5,1,0
5.8,0.13,12.7,0.058,24.0,0.42,11.7,1,0
5.8,0.27,12.7,0.058,42.0,0.38,12.3,1,0
6.4,0.37,3.5,0.068,18.0,0.38,9.0,1,0
7.3,0.26,12.7,0.047,60.5,0.45,9.1,1,0
7.3,0.28,12.9,0.049,62.0,0.45,9.1,1,0
5.8,0.12,1.3,0.056,35.0,0.33,11.4,1,0
6.4,0.24,1.5,0.04,35.0,0.3,12.4,1,0
7.3,0.26,12.7,0.047,60.5,0.45,9.1,1,0
7.3,0.28,12.9,0.049,62.0,0.45,9.1,1,0
7.1,0.09,6.2,0.032,24.0,0.39,10.9,1,0
5.8,0.28,3.9,0.026,36.0,0.58,12.75,1,0
6.0,0.23,1.3,0.025,23.0,0.37,12.7,1,0
7.1,0.61,2.5,0.081,17.0,0.6,9.7,0,0
6.3,0.25,1.8,0.021,41.0,0.31,13.0,1,0
6.5,0.2,2.1,0.033,32.0,0.61,12.0,1,0
5.9,0.29,1.4,0.022,17.0,0.35,11.5,1,0
6.8,0.23,1.9,0.047,20.0,0.46,11.1,1,0
7.0,0.23,1.8,0.048,25.0,0.47,11.1,1,0
6.4,0.55,9.6,0.027,20.0,0.73,13.1,1,0
5.7,0.28,3.9,0.026,36.0,0.58,12.75,1,0
6.6,0.16,9.8,0.049,59.5,0.38,10.0,1,0
9.0,0.2,3.5,0.049,10.0,0.36,9.8,1,0
6.9,0.51,2.0,0.072,13.0,0.84,11.2,0,0
6.8,0.17,5.1,0.049,26.0,0.38,9.8,1,0
6.1,0.28,4.2,0.038,13.0,0.7,13.1,1,0
6.0,0.19,9.7,0.032,17.0,0.66,12.0,1,0
6.8,0.31,10.5,0.043,30.0,0.55,10.55,1,0
7.5,0.24,1.1,0.046,34.0,0.39,11.45,1,0
6.8,0.23,16.1,0.053,71.0,0.64,10.2,1,0
5.2,0.38,7.7,0.053,20.0,0.45,12.2,1,0
7.8,0.27,2.4,0.053,36.0,0.55,11.0,1,0
8.4,0.52,2.7,0.084,4.0,0.57,9.9,0,0
6.6,0.54,16.3,0.055,41.0,0.54,10.4,1,0
7.1,0.25,2.3,0.05,32.0,0.51,11.4,1,0
7.7,0.56,2.5,0.114,14.0,0.66,9.6,0,0
9.4,0.5,3.6,0.082,5.0,0.52,10.7,0,0
10.1,0.27,2.3,0.065,7.0,0.53,12.5,0,0
6.6,0.19,1.1,0.044,38.0,0.69,11.2,1,0
6.8,0.33,2.1,0.047,35.0,0.56,13.4,1,0
6.1,0.27,1.1,0.034,24.0,0.4,12.5,1,0
6.8,0.4,2.8,0.044,27.0,0.42,11.2,1,0
7.1,0.28,2.8,0.039,50.0,0.59,11.2,1,0
6.2,0.32,2.2,0.036,15.0,0.48,12.7,1,0
6.1,0.37,12.0,0.042,61.0,0.59,9.7,1,0
5.9,0.21,7.9,0.033,22.0,0.59,10.9,1,0
7.4,0.37,2.6,0.082,18.0,0.68,9.7,0,0
5.4,0.27,4.6,0.022,29.0,0.54,13.8,1,0
5.0,0.33,11.8,0.03,23.0,0.64,11.8,1,0
5.4,0.29,1.2,0.029,31.0,0.36,12.4,1,0
8.0,0.33,10.0,0.035,22.0,0.36,11.6,1,0
6.4,0.33,7.2,0.041,42.0,0.49,11.1,1,0
7.0,0.33,9.9,0.042,21.0,0.55,11.0,1,0
6.7,0.45,5.3,0.036,27.0,0.46,12.2,1,0
6.3,0.98,2.0,0.057,15.0,0.46,11.2,0,0
6.5,0.36,13.55,0.053,20.0,0.56,11.0,1,0
5.8,0.42,2.2,0.035,26.0,0.47,12.9,1,0
7.1,0.39,9.9,0.037,29.0,0.42,10.9,1,0
7.8,0.91,1.9,0.058,22.0,0.43,10.7,0,0
6.7,0.53,4.3,0.069,20.0,0.59,13.4,1,0
6.7,0.66,13.0,0.033,32.0,0.5,10.7,1,0
